0,44,2413
0,23,8191
0,36,0
0,47,0
0,44,1
0,36,0
0,32,0
0,48,0
0,21,1
0,37,0
0,35,0
0,44,3422
0,23,8191
0,36,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,21,1
0,37,0
0,26,0
0,13,0
2,8,0
0,47,0
0,44,1
0,36,0
0,2,0
0,32,0
2,48,0
0,2,0
0,2,0
0,2,0
0,44,3525
0,23,8191
0,36,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,21,1
0,37,0
0,26,0
0,13,0
2,9,0
0,44,1
0,36,0
0,2,0
0,2,0
0,37,0
2,48,0
0,2,0
0,2,0
0,21,255
0,32,0
0,2,0
0,2,0
0,21,8193
0,32,0
0,21,1234
0,2,0
0,32,0
0,21,2
0,32,0
0,2,0
0,3,0
0,0,0
0,1,0
