12324492407734272,108079
12324492407734272,12917
12324492407734272,11764
12324492407734272,11482
12324492407734272,12053
12324492407734272,22752
12324492407734272,11991
12324492407734272,11808
12324492407734272,11962
12324492407734272,12384
12324492407734272,12618
12324492407734272,12037
12324492407734272,11835
12324492407734272,11102
12324492407734272,11517
12324492407734272,12030
12324492407734272,10466
12324492407734272,11678
12324492407734272,11559
12324492407734272,11501
12324492407734272,11707
12324492407734272,10904
12324492407734272,11926
12324492407734272,11737
12324492407734272,12362
12324492407734272,11918
12324492407734272,12296
12324492407734272,11418
12324492407734272,21050
12324492407734272,11456
12324492407734272,11314
12324492407734272,11208
12324492407734272,12039
12324492407734272,10855
12324492407734272,11489
12324492407734272,11971
12324492407734272,11740
12324492407734272,12014
12324492407734272,11677
12324492407734272,12313
12324492407734272,12921
12324492407734272,11203
12324492407734272,12270
12324492407734272,10441
12324492407734272,12019
12324492407734272,11588
12324492407734272,12109
12324492407734272,11100
12324492407734272,12452
12324492407734272,11850
12324492407734272,11945
12324492407734272,11774
12324492407734272,12084
12324492407734272,12042
12324492407734272,11990
12324492407734272,12812
12324492407734272,12024
12324492407734272,12137
12324492407734272,11955
12324492407734272,11811
12324492407734272,6899
12324492407734272,11283
12324492407734272,12425
12324492407734272,12093
12324492407734272,12686
12324492407734272,13258
12324492407734272,23124
12324492407734272,12012
12324492407734272,11671
12324492407734272,11945
12324492407734272,12577
12324492407734272,12957
12324492407734272,11657
12324492407734272,11508
12324492407734272,11984
12324492407734272,11262
12324492407734272,11348
12324492407734272,11487
12324492407734272,12002
12324492407734272,11498
12324492407734272,12134
12324492407734272,12552
12324492407734272,11695
12324492407734272,11436
12324492407734272,10968
12324492407734272,12726
12324492407734272,10390
12324492407734272,12339
12324492407734272,12723
12324492407734272,11749
12324492407734272,15996
12324492407734272,11626
12324492407734272,12038
12324492407734272,12063
12324492407734272,12478
12324492407734272,11745
12324492407734272,12297
12324492407734272,11822
12324492407734272,12186
12324492407734272,10715
12324492407734272,12183
12324492407734272,10912
12324492407734272,11574
12324492407734272,12695
12324492407734272,12032
12324492407734272,11874
12324492407734272,12815
12324492407734272,12250
12324492407734272,11645
12324492407734272,12198
12324492407734272,11508
12324492407734272,11311
12324492407734272,6828
12324492407734272,12000
12324492407734272,12072
12324492407734272,12192
12324492407734272,11576
12324492407734272,20138
12324492407734272,11587
12324492407734272,12363
12324492407734272,22221
12324492407734272,11903
12324492407734272,11453
12324492407734272,11911
12324492407734272,27801
12324492407734272,12414
12324492407734272,12521
12324492407734272,12468
12324492407734272,11741
12324492407734272,12457
12324492407734272,12342
12324492407734272,12121
12324492407734272,12381
12324492407734272,13354
12324492407734272,11782
12324492407734272,12227
12324492407734272,12358
12324492407734272,24347
12324492407734272,11818
12324492407734272,11800
12324492407734272,16221
12324492407734272,12690
12324492407734272,12867
12324492407734272,12172
12324492407734272,12120
12324492407734272,12221
12324492407734272,11159
12324492407734272,12610
12324492407734272,12309
12324492407734272,11722
12324492407734272,11355
12324492407734272,12385
12324492407734272,13729
12324492407734272,11649
12324492407734272,11787
12324492407734272,12426
12324492407734272,11934
12324492407734272,12043
12324492407734272,12092
12324492407734272,12089
12324492407734272,14871
12324492407734272,11687
12324492407734272,12239
12324492407734272,11680
12324492407734272,11934
12324492407734272,11768
12324492407734272,11126
12324492407734272,11952
12324492407734272,11993
12324492407734272,12160
12324492407734272,9262
12324492407734272,11585
12324492407734272,11714
12324492407734272,12318
12324492407734272,11971
12324492407734272,12285
12324492407734272,12322
12324492407734272,12183
12324492407734272,11883
12324492407734272,11140
12324492407734272,12305
12324492407734272,11881
12324492407734272,11777
12324492407734272,11332
12324492407734272,11825
12324492407734272,12043
12324492407734272,10974
12324492407734272,11480
12324492407734272,24741
12324492407734272,11841
12324492407734272,11938
12324492407734272,11195
12324492407734272,11659
12324492407734272,11539
12324492407734272,12912
12324492407734272,13042
12324492407734272,11363
12324492407734272,12611
12324492407734272,11564
12324492407734272,11864
12324492407734272,12035
12324492407734272,11671
12324492407734272,11622
12324492407734272,12594
12324492407734272,12337
12324492407734272,11116
12324492407734272,12105
12324492407734272,12098
12324492407734272,12773
12324492407734272,13768
12324492407734272,11309
12324492407734272,11745
12324492407734272,11902
12324492407734272,11623
12324492407734272,28163
12324492407734272,11632
12324492407734272,12282
12324492407734272,10446
12324492407734272,11566
12324492407734272,11528
12324492407734272,12040
12324492407734272,12015
12324492407734272,11699
12324492407734272,11909
12324492407734272,11619
12324492407734272,12052
12324492407734272,12138
12324492407734272,11097
12324492407734272,12577
12324492407734272,11544
12324492407734272,11284
12324492407734272,11583
12324492407734272,12590
12324492407734272,12276
12324492407734272,11266
12324492407734272,11581
12324492407734272,12685
12324492407734272,12400
12324492407734272,12000
12324492407734272,11858
12324492407734272,12055
12324492407734272,13224
12324492407734272,11561
12324492407734272,11247
12324492407734272,11946
12324492407734272,11719
12324492407734272,12369
12324492407734272,11905
12324492407734272,11695
12324492407734272,12264
12324492407734272,11953
12324492407734272,11632
12324492407734272,11782
12324492407734272,11946
12324492407734272,17474
12324492407734272,12037
12324492407734272,11764
12324492407734272,12437
12324492407734272,11212
12324492407734272,12115
12324492407734272,28706
12324492407734272,11055
12324492407734272,12126
12324492407734272,12309
12324492407734272,11773
12324492407734272,12681
12324492407734272,12100
12324492407734272,12613
12324492407734272,11714
12324492407734272,11831
12324492407734272,11515
12324492407734272,12162
12324492407734272,12218
12324492407734272,11805
12324492407734272,11956
12324492407734272,11539
12324492407734272,12433
12324492407734272,11787
12324492407734272,11849
12324492407734272,11531
12324492407734272,11654
12324492407734272,11467
12324492407734272,12065
12324492407734272,23423
12324492407734272,11879
12324492407734272,11812
12324492407734272,25172
12324492407734272,12258
12324492407734272,12166
12324492407734272,12652
12324492407734272,11745
12324492407734272,12381
12324492407734272,12025
12324492407734272,11772
12324492407734272,23732
12324492407734272,12167
12324492407734272,12026
12324492407734272,12080
12324492407734272,11439
12324492407734272,12346
12324492407734272,12279
12324492407734272,11909
12324492407734272,12957
12324492407734272,12652
12324492407734272,12144
12324492407734272,11062
12324492407734272,11698
12324492407734272,11995
12324492407734272,12220
12324492407734272,11520
12324492407734272,11998
12324492407734272,12590
12324492407734272,11015
12324492407734272,11467
12324492407734272,11272
12324492407734272,12054
12324492407734272,11985
12324492407734272,11877
12324492407734272,11838
12324492407734272,11460
12324492407734272,12100
12324492407734272,11291
12324492407734272,11613
12324492407734272,12304
12324492407734272,11569
12324492407734272,11632
12324492407734272,11732
12324492407734272,11697
12324492407734272,11811
12324492407734272,11671
12324492407734272,11688
12324492407734272,11518
12324492407734272,11578
12324492407734272,11406
12324492407734272,11862
12324492407734272,11199
12324492407734272,11822
12324492407734272,11584
12324492407734272,12011
12324492407734272,12089
12324492407734272,11515
12324492407734272,12554
12324492407734272,12007
12324492407734272,10789
12324492407734272,13146
12324492407734272,11170
12324492407734272,12199
12324492407734272,11503
12324492407734272,11850
12324492407734272,11816
12324492407734272,11444
12324492407734272,12029
12324492407734272,12660
12324492407734272,11445
12324492407734272,11904
12324492407734272,12461
12324492407734272,12277
12324492407734272,12704
12324492407734272,12334
12324492407734272,12439
12324492407734272,11745
12324492407734272,11847
12324492407734272,11775
12324492407734272,11731
12324492407734272,12379
12324492407734272,11154
12324492407734272,11747
12324492407734272,12616
12324492407734272,10867
12324492407734272,11867
12324492407734272,6295
12324492407734272,11835
12324492407734272,11244
12324492407734272,23635
12324492407734272,11558
12324492407734272,12496
12324492407734272,12351
12324492407734272,11694
12324492407734272,11760
12324492407734272,11971
12324492407734272,12671
